Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
Royal Orchid Chinese & Thai Restaurant,"Marina Walk, Dubai",Dubai,114586,04-3674040,https://www.yellowpages-uae.com/royal-orchid-chinese-thai-restaurant-113545.html,https://media.yellowpages-uae.com/images/placeholder.png
Royal Rajasthan Restaurant & Cafe,"Hamdan Street, Abu Dhabi",Abu Dhabi,72535,02-6353763,https://www.yellowpages-uae.com/royal-rajasthan-restaurant-cafe-175512.html,https://media.yellowpages-uae.com/images/placeholder.png
Rozanah Restaurant,"Yas Marina, Abu Dhabi",Abu Dhabi,,02-4963411,https://www.yellowpages-uae.com/rozanah-restaurant-168558.html,https://media.yellowpages-uae.com/images/placeholder.png
Ruchi Restaurant,"Ziyani Area, Abu Dhabi",Abu Dhabi,35980,02-6792679,https://www.yellowpages-uae.com/ruchi-restaurant-132000.html,https://media.yellowpages-uae.com/images/placeholder.png
Ruchi Star Restaurant,"Bhnd Arabian Courtyard Hotel, Near Dubai Museum, Bur Dubai, Dubai",Dubai,234480,04-3525895,https://www.yellowpages-uae.com/ruchi-star-restaurant-175290.html,https://media.yellowpages-uae.com/images/placeholder.png
S Cafe,"JLT, Dubai",Dubai,,04-3794044,https://www.yellowpages-uae.com/s-cafe-175776.html,https://media.yellowpages-uae.com/images/placeholder.png
Saba Mandi & Madhbi Rest,"Next to Sharjah University, Muweilah, Sharjah",Sharjah,,06-5500816,https://www.yellowpages-uae.com/saba-mandi-madhbi-rest-175462.html,https://media.yellowpages-uae.com/images/placeholder.png
Soy Express,"Mussafah, Abu Dhabi",Abu Dhabi,,02-5508900,https://www.yellowpages-uae.com/soy-express-147050.html,https://media.yellowpages-uae.com/images/placeholder.png
Soyumm,"Lamcy Plaza, Karama, Dubai",Dubai,,04-3584584,https://www.yellowpages-uae.com/soyumm-67460.html,https://media.yellowpages-uae.com/images/placeholder.png
Spaccanapoli,"Crown Plaza, Al Markaziyah, Abu Dhabi",Abu Dhabi,,02-6166261,https://www.yellowpages-uae.com/spaccanapoli-175722.html,https://media.yellowpages-uae.com/images/placeholder.png
Special Group of Rest and Catering Services,"Khalidiya St, Abu Dhabi",Abu Dhabi,52100,02-6665512,https://www.yellowpages-uae.com/special-group-of-rest-and-catering-services-133262.html,https://media.yellowpages-uae.com/images/placeholder.png
Special Restaurant,,,,02-6665512,https://www.yellowpages-uae.com/special-restaurant-146033.html,https://media.yellowpages-uae.com/images/placeholder.png
Spectrum Restaurant,"Backside of Deira Towers, Dubai",Dubai,,04-2266103,https://www.yellowpages-uae.com/spectrum-restaurant-142526.html,https://media.yellowpages-uae.com/images/placeholder.png
Spice By Qureshi,"Ground floor, Ramada Chelsea Hotel, Al Barsha, Dubai",Dubai,,04-5019000,https://www.yellowpages-uae.com/spice-by-qureshi-143838.html,https://media.yellowpages-uae.com/images/placeholder.png
Spice Sense Restaurants,"406, Sobha Ivory 2, Business Bay, Dubai",Dubai,,04-5514134,https://www.yellowpages-uae.com/spice-sense-restaurants-169456.html,https://media.yellowpages-uae.com/images/placeholder.png
SpiceKlub,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool, Dubai",Dubai,,04-4489590,https://www.yellowpages-uae.com/spiceklub-173554.html,https://media.yellowpages-uae.com/images/placeholder.png
Spicy Thali Restaurant,"Nuaimiyah, Ajman",Ajman,,06-7419876,https://www.yellowpages-uae.com/spicy-thali-restaurant-142677.html,https://media.yellowpages-uae.com/images/placeholder.png
Spicyland Restaurant,"Bhnd Choitram S/M, Abu Shagara, Sharjah",Sharjah,,06-5554515,https://www.yellowpages-uae.com/spicyland-restaurant-146665.html,https://media.yellowpages-uae.com/images/placeholder.png
Sports Star Restaurant & Cafe LLC,"Al Talal Building, Bhnd Sahara Centre, Al Nahda, Dubai",Dubai,,04-2669277,https://www.yellowpages-uae.com/sports-star-restaurant-cafe-llc-175288.html,https://media.yellowpages-uae.com/images/placeholder.png
Spring Onion Restaurant,"Silver Tower, Business Bay, Dubai",Dubai,,055-3151234,https://www.yellowpages-uae.com/spring-onion-restaurant-175335.html,https://media.yellowpages-uae.com/images/placeholder.png
Square Table Restaurant,"Opp Centrepoint, Bhnd Pizzahut, Karama, Dubai",Dubai,,04-3977223,https://www.yellowpages-uae.com/square-table-restaurant-175270.html,https://media.yellowpages-uae.com/images/placeholder.png
Stables Bar & Restaurant,"Near Farimont Hotel, Shk Zayed Road, Dubai",Dubai,,04-3425571,https://www.yellowpages-uae.com/stables-bar-restaurant-175781.html,https://media.yellowpages-uae.com/images/placeholder.png
Stand View Restaurant LLC,,,,04-2238038,https://www.yellowpages-uae.com/stand-view-restaurant-llc-142912.html,https://media.yellowpages-uae.com/images/placeholder.png
Star Restaurant and Mini Market,"Near Main Gate, Jebel Ali Free Zone, Jebel Ali",Jebel Ali,16837,04-8818522,https://www.yellowpages-uae.com/star-restaurant-and-mini-market-123917.html,https://media.yellowpages-uae.com/images/placeholder.png
Starbucks Coffee,"Deira City Centre, Dubai",Dubai,1277,04-2948442,https://www.yellowpages-uae.com/starbucks-coffee-116158.html,https://media.yellowpages-uae.com/images/placeholder.png
Stars N Bars,"Yas Marina, Yas Island, Abu Dhabi",Abu Dhabi,,02-5650101,https://www.yellowpages-uae.com/stars-n-bars-175723.html,https://media.yellowpages-uae.com/images/placeholder.png
Sterling Caravan,"Garhoud, Dubai",Dubai,3929,04-2947771,https://www.yellowpages-uae.com/sterling-caravan-67150.html,https://media.yellowpages-uae.com/images/placeholder.png
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis, Dubai",Dubai,,04-3922283,https://www.yellowpages-uae.com/taste-buds-restaurant-fzo-175282.html,https://media.yellowpages-uae.com/images/placeholder.png
Taste Of India Vegetarian Restaurant,"Al Wahda, Sharjah",Sharjah,,06-5484551,https://www.yellowpages-uae.com/taste-of-india-vegetarian-restaurant-147705.html,https://media.yellowpages-uae.com/images/placeholder.png
Taste Restaurant,"Hor Al Anz, Deira, Dubai",Dubai,,04-2623050,https://www.yellowpages-uae.com/taste-restaurant-175346.html,https://media.yellowpages-uae.com/images/placeholder.png
Tasty Biriyani Restaurant,"Deira, Dubai",Dubai,81658,04-2298856,https://www.yellowpages-uae.com/tasty-biriyani-restaurant-124756.html,https://media.yellowpages-uae.com/images/placeholder.png
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai, Dubai",Dubai,,04-3798100,https://www.yellowpages-uae.com/tasty-village-restaurant-175296.html,https://media.yellowpages-uae.com/images/placeholder.png
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha, Abu Dhabi",Abu Dhabi,,02-5566900,https://www.yellowpages-uae.com/tawa-bakery-175663.html,https://media.yellowpages-uae.com/images/placeholder.png
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda, Dubai",Dubai,,04-2727729,https://www.yellowpages-uae.com/taxi-shawarma-175224.html,https://media.yellowpages-uae.com/images/placeholder.png
Taza,"Al Nahda, Sharjah",Sharjah,,06-5254415,https://www.yellowpages-uae.com/sharjah-taza-68538.html,https://media.yellowpages-uae.com/images/placeholder.png
Tcby,"Deira, Dubai",Dubai,3929,04-2621144,https://www.yellowpages-uae.com/tcby-149563.html,https://media.yellowpages-uae.com/images/placeholder.png
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2, Dubai",Dubai,,04-8804428,https://www.yellowpages-uae.com/tea-junction-cafe-175343.html,https://media.yellowpages-uae.com/images/placeholder.png
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA, Abu Dhabi",Abu Dhabi,,02-6456751,https://www.yellowpages-uae.com/tea-turn-cafeteria-175574.html,https://media.yellowpages-uae.com/images/placeholder.png
Teatro - Towers Rotana Hotel,"Sh Zayed Road, Dubai",Dubai,30430,04-3122240,https://www.yellowpages-uae.com/teatro-towers-rotana-hotel-150159.html,https://media.yellowpages-uae.com/images/placeholder.png
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz, Dubai",Dubai,,04-3307555,https://www.yellowpages-uae.com/thai-rock-restaurant-147726.html,https://media.yellowpages-uae.com/images/placeholder.png
The Black Lion,"The H Dubai, Shk Zayed Road, Dubai",Dubai,,04-5018888,https://www.yellowpages-uae.com/the-black-lion-175803.html,https://media.yellowpages-uae.com/images/placeholder.png
The Boardwalk,"Opp City Centre, Deira, Dubai",Dubai,,04-2956000,https://www.yellowpages-uae.com/the-boardwalk-175620.html,https://media.yellowpages-uae.com/images/placeholder.png
The Cake Bar,"Jumeirah Beach Rd, Dubai",Dubai,22399,04-3955775,https://www.yellowpages-uae.com/the-cake-bar-147391.html,https://media.yellowpages-uae.com/images/placeholder.png
The Cave,"Cornad Dubai, Shk Zayed Road, Dubai",Dubai,,04-4447444,https://www.yellowpages-uae.com/the-cave-175818.html,https://media.yellowpages-uae.com/images/placeholder.png
The City Celebration Restaurant,"Hamdan St, Abu Dhabi",Abu Dhabi,,02-6729656,https://www.yellowpages-uae.com/the-city-celebration-restaurant-146035.html,https://media.yellowpages-uae.com/images/placeholder.png
The Croft,"Dubai Marina, Dubai",Dubai,,04-3194794,https://www.yellowpages-uae.com/the-croft-175821.html,https://media.yellowpages-uae.com/images/placeholder.png
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College, Dubai",Dubai,,04-2585522,https://www.yellowpages-uae.com/the-desert-wok-restaurant-175221.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe Berlin Restaurant,"Grand Cinema Bldg, Al Buhaira Corniche, Sharjah",Sharjah,,06-5564564,https://www.yellowpages-uae.com/cafe-berlin-restaurant-146792.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe D Alsace,"Yas Marina, Abu Dhabi",Abu Dhabi,,02-4963412,https://www.yellowpages-uae.com/cafe-d-alsace-168557.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe Diego,"Al Khubeirah, Abu Dhabi",Abu Dhabi,,02-6772344,https://www.yellowpages-uae.com/cafe-diego-175682.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe Du Roi LLC,"TCA, Abu Dhabi",Abu Dhabi,25024,02-6816367,https://www.yellowpages-uae.com/cafe-du-roi-llc-147167.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe Julie,"JLT, Dubai",Dubai,,04-3649477,https://www.yellowpages-uae.com/cafe-julie-147105.html,https://media.yellowpages-uae.com/images/placeholder.png
Cafe Nikki,"Pearl Jumeirah, Dubai",Dubai,,04-3766000,https://www.yellowpages-uae.com/cafe-nikki-175813.html,https://media.yellowpages-uae.com/images/placeholder.png
Caliburger,"Shk Zayed Road, Dubai",Dubai,,800 2254,https://www.yellowpages-uae.com/caliburger-175556.html,https://media.yellowpages-uae.com/images/placeholder.png
Calicut Town Restaurant,"Al Najoom Bldg, Bhnd DNATA, Port Saeed, Deira, Dubai",Dubai,,04-2698862,https://www.yellowpages-uae.com/calicut-town-restaurant-175332.html,https://media.yellowpages-uae.com/images/placeholder.png
Can Can Brasserie,"Ritz Carlton, DIFC, Dubai",Dubai,,04-3722222,https://www.yellowpages-uae.com/can-can-brasserie-175814.html,https://media.yellowpages-uae.com/images/placeholder.png
Canopy Restaurant,"Hamdan St, Abu Dhabi",Abu Dhabi,38541,02-6788036,https://www.yellowpages-uae.com/canopy-restaurant-141445.html,https://media.yellowpages-uae.com/images/placeholder.png
Cantina Laredo,"Khalidiya Mall, Khalidiya Street, Abu Dhabi",Abu Dhabi,,600 561112,https://www.yellowpages-uae.com/cantina-laredo-175633.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shaki Restaurant,"Oman Rd, Al Nakheel, Ras Al Khaimah",Ras Al Khaimah,11598,07-2288354,https://www.yellowpages-uae.com/al-shaki-restaurant-138414.html,https://media.yellowpages-uae.com/images/placeholder.png
Canton Restaurant,,,,06-5676310,https://www.yellowpages-uae.com/canton-restaurant-68558.html,https://media.yellowpages-uae.com/images/placeholder.png
Capitol Hotel,"Al Mina Rd, Satwa, Dubai",Dubai,33228,04-3460111,https://www.yellowpages-uae.com/capitol-hotel-119224.html,https://media.yellowpages-uae.com/images/placeholder.png
Captain Pastry,"TCA, Abu Dhabi",Abu Dhabi,,02-4452995,https://www.yellowpages-uae.com/captain-pastry-175589.html,https://media.yellowpages-uae.com/images/placeholder.png
Caramel Restaurant & Lounge,"Saadiyat Island, Abu Dhabi",Abu Dhabi,,02-6783344,https://www.yellowpages-uae.com/caramel-restaurant-lounge-175683.html,https://media.yellowpages-uae.com/images/placeholder.png
Caravan Restaurant,"Electra St, Abu Dhabi",Abu Dhabi,42757,02-6393370,https://www.yellowpages-uae.com/caravan-restaurant-110377.html,https://media.yellowpages-uae.com/images/placeholder.png
Caribou Coffee,"Dubai Mall LG, Dubai",Dubai,,04-3399212,https://www.yellowpages-uae.com/caribou-coffee-106902.html,https://media.yellowpages-uae.com/images/placeholder.png
Caribou Coffee,"Garhoud, Dubai",Dubai,,04-2833577,https://www.yellowpages-uae.com/caribou-coffee-147113.html,https://media.yellowpages-uae.com/images/placeholder.png
Carlton Tower Hotel,"Creek Side, Baniyas St, Deira, Dubai",Dubai,1955,04-2227111,https://www.yellowpages-uae.com/carlton-tower-hotel-120188.html,https://media.yellowpages-uae.com/images/placeholder.png
Carnival By Tresind,"Burj Daman Building, DIFC, Dubai",Dubai,,04-4218665,https://www.yellowpages-uae.com/carnival-by-tresind-175815.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sham Rose Restaurant,"Next to Dubai Women's College, Bhnd NMC, Al Qusais, Dubai",Dubai,,04-2677917,https://www.yellowpages-uae.com/al-sham-rose-restaurant-144665.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sham Village Restaurant,"Jumeirah Beach Road, Umm Suqeim 2, Dubai",Dubai,233485,04-3399517,https://www.yellowpages-uae.com/al-sham-village-restaurant-175540.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shamah Cafeteria,"Near Al Wafa Centre, Muweilah, Sharjah",Sharjah,,06-5356366,https://www.yellowpages-uae.com/al-shamah-cafeteria-147659.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shameat Restaurant,"Near Al Waheda Post, Jamal Abdel Naser St, Sharjah",Sharjah,,06-5535505,https://www.yellowpages-uae.com/al-shameat-restaurant-146794.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shami Corner Rest,"Jamal Abdul Nasir St, Sharjah",Sharjah,,06-5558086,https://www.yellowpages-uae.com/al-shami-corner-rest-147658.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shater Hassan Restaurant,,,,02-6416616,https://www.yellowpages-uae.com/al-shater-hassan-restaurant-145666.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sheraa Al Dahbi Seafood Restaurant,"Khalifa St, Abu Dhabi",Abu Dhabi,41230,02-6277204,https://www.yellowpages-uae.com/al-sheraa-al-dahbi-seafood-restaurant-142541.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sheraa Al Dhabi Restaurant,"Khalfa Street A Noor Hosptal Bldg., Abu Dhabi",Abu Dhabi,,050-8383454,https://www.yellowpages-uae.com/al-sheraa-al-dhabi-restaurant-144769.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sheraa Dhahabi Sea Food Restaurant,"Khalifa St, Abu Dhabi",Abu Dhabi,41230,02-6277204,https://www.yellowpages-uae.com/al-sheraa-dhahabi-sea-food-restaurant-145667.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shorafa Restaurant,"Bur Dubai, Dubai",Dubai,50589,04-3935678,https://www.yellowpages-uae.com/al-shorafa-restaurant-121486.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Shorfa Restaurant And Cafe,"Dubai Marina, Dubai",Dubai,238888,04-4525254,https://www.yellowpages-uae.com/al-shorfa-restaurant-and-cafe-154468.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sibtain Restaurant,"Old Passport Rd, Abu Dhabi",Abu Dhabi,55104,02-6723472,https://www.yellowpages-uae.com/al-sibtain-restaurant-134171.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sirath Restaurant & Grill,"Al Qassimia, Sharjah",Sharjah,,06-5743422,https://www.yellowpages-uae.com/al-sirath-restaurant-grill-146603.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Subat Restaurant,"Al Zahra St, Maysaloon, Sharjah",Sharjah,,06-5638988,https://www.yellowpages-uae.com/al-subat-restaurant-147325.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sukaria Restaurant & Cafe,"Al Sheebani Building, Al Seba St, Dubai Marina, Dubai",Dubai,,04-5530501,https://www.yellowpages-uae.com/al-sukaria-restaurant-cafe-172956.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sultan Restaurant,"Defence Rd, Abu Dhabi",Abu Dhabi,70070,02-6415035,https://www.yellowpages-uae.com/al-sultan-restaurant-129563.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Sultan Restaurant,"Opp Dubai Comml Bank, Al Nakheel, Ras Al Khaimah",Ras Al Khaimah,1063,07-2221076,https://www.yellowpages-uae.com/al-sultan-restaurant-121006.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Surur Traditional Kitchen,"Ras Al Khor, Dubai",Dubai,66743,04-2894328,https://www.yellowpages-uae.com/al-surur-traditional-kitchen-152407.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Tabaq Al Zahabi Restaurant,"Opp New Etisalat Building, Near Al Ghubaiba Bus Stn, Bur Dubai, Dubai",Dubai,,04-3933812,https://www.yellowpages-uae.com/al-tabaq-al-zahabi-restaurant-172957.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Fareej Restaurant,"Near Etisalat Office, Hamdan Street, Abu Dhabi",Abu Dhabi,,02-6393335,https://www.yellowpages-uae.com/al-fareej-restaurant-175552.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Faris Restaurant,"Opp Old Fire Brigade, Al Muntazar Rd, Ras Al Khaimah",Ras Al Khaimah,10308,07-2285682,https://www.yellowpages-uae.com/al-faris-restaurant-134642.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Fujairah Restaurant,"Electra Rd, Abu Dhabi",Abu Dhabi,36874,02-6782973,https://www.yellowpages-uae.com/al-fujairah-restaurant-138806.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Fursan,"Near Fire Station, Dibba, Fujairah",Fujairah,13227,09-2443211,https://www.yellowpages-uae.com/al-fursan-146592.html,https://media.yellowpages-uae.com/images/placeholder.png
